ALUNO;ANO;PEDRA;DESTAQUE_IPV;DESTAQUE_IDA;TURMA;ANOS_PM;REC_EQUIPE_4;REC_EQUIPE_2;SINALIZADOR_INGRESSANTE;DESTAQUE_IEG;REC_EQUIPE_3;NOTA_MAT;CF;REC_AVA_3;CT;INDICADO_BOLSA;IDADE_ALUNO;BOLSISTA;IPV;IAA;IAN;FASE_TURMA;IPP;DEFASAGEM;REC_EQUIPE_1;REC_AVA_4;INSTITUICAO_ENSINO_ALUNO;IDA;NOTA_PORT;NOTA_ING;IPS;ANO_INGRESSO;QTD_AVAL;IEG;PONTO_VIRADA;REC_AVA_2;NIVEL_IDEAL;INDE;CG;INDE_CONCEITO;FASE;REC_AVA_1
ALUNO-34;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;C;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;7.5;78.0;Promovido de Fase;4.0;Não;;Não;6.42;7.5;5.0;;7.5;;;Mantido na Fase atual;;6.11;5.0;5.83;7.5;2018.0;4.0;7.06;Não;Promovido de Fase;Fase 4 (9º ano);6.67;599.0;;3.0;Promovido de Fase
ALUNO-35;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;3;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;18;;8.29167;8.75001;5;7B;7.65625;;;;Escola Pública;5;;;6.25;;;6.1;Não;;;6.64396;;C;;
ALUNO-35;2021;Topázio;;;A;;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase + Bolsa;;;;;;;;9.4;9.2;5.0;;8.4;-1.0;Promovido de Fase + Bolsa;;Escola Pública;8.2;;;7.5;;;9.4;Sim;;Nível 8 (Universitários);8.416;;;7.0;
ALUNO-35;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-36;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;14;;8.222226666666668;9.58335;5;3C;8.749999999999998;;;;Escola Pública;8;;;7.5;;;9.9;Não;;;8.307780333333334;;B;;
ALUNO-36;2021;Ágata;;;C;;Não avaliado;Promovido de Fase;Veterano;;Mantido na Fase atual;;;;;;;;7.9;8.3;5.0;;7.3;-2.0;Promovido de Fase;;Escola Pública;4.7;;;3.8;;;6.4;Não;;Nível 5 (1o EM);6.246;;;3.0;
ALUNO-36;2022;Ágata;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;B;;;;;Destaque: A sua boa entrega das lições de casa.;;7.17;46.0;Promovido de Fase;8.0;Sim;;Não;7.79;5.83;5.0;;7.97;;;Promovido de Fase + Bolsa;;5.88;5.0;5.47;6.25;2019.0;4.0;8.07;Não;Mantido na Fase atual;Fase 6 (2º EM);6.85;538.0;;4.0;Promovido de Fase
ALUNO-37;2020;Ágata;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;7.77778;10.000020000000001;10;2N;6.458333333333333;;;;Escola Pública;2.5;;;4.375;;;7.7;Não;;;6.6788913333333335;;C;;
ALUNO-37;2021;Ágata;;;N;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;6.7;0.0;10.0;;7.5;0.0;Mantido na Fase atual;;Escola Pública;6.5;;;6.9;;;5.4;Não;;Nível 2 (5o e 6o ano);6.154;;;2.0;
ALUNO-37;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;L;;;;;Destaque: A sua boa entrega das lições de casa.;;8.17;45.0;Mantido na Fase atual;8.0;Não;;Não;7.78;8.5;5.0;;6.25;;;;;7.33;6.5;nan;7.5;2018.0;3.0;9.04;Não;Promovido de Fase;Fase 3 (7º e 8º ano);7.56;292.0;;2.0;Mantido na Fase atual
ALUNO-38;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-38;2021;Ágata;;;L;;Não avaliado;Promovido de Fase;Ingressante;;Mantido na Fase atual;;;;;;;;7.8;3.8;10.0;;7.5;0.0;Mantido na Fase atual;;Escola Pública;5.1;;;7.5;;;6.9;Não;;Nível 3 (7o e 8o ano);6.847;;;3.0;
ALUNO-38;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;K;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;6.83;77.0;Promovido de Fase;11.0;Sim;;Não;7.21;9.17;5.0;;7.34;;;Mantido na Fase + Bolsa;;5.67;7.0;3.17;6.25;2021.0;4.0;6.72;Não;Mantido na Fase atual;Fase 4 (9º ano);6.7;590.0;;3.0;Promovido de Fase
ALUNO-39;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;3;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;13;;6.777780000000001;6.24999;10;3F;8.541666666666666;;;;Escola Pública;8.333333333333334;;;7.5;;;9.4;Não;;;8.131388333333334;;B;;
ALUNO-39;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-39;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-40;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-40;2021;Ametista;;;B;;Mantido na Fase atual;Mantido na Fase atual;Ingressante;;Promovido de Fase + Bolsa;;;;;;;;8.0;9.2;5.0;;8.3;-1.0;Promovido de Fase + Bolsa;;Escola Pública;6.0;;;7.5;;;7.8;Não;;Nível 6 (2o EM);7.334;;;5.0;
ALUNO-40;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-41;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;11;;7.75;8.000020000000001;5;1D;7.5;;;;Escola Pública;7.25;;;7.5;;;8.3;Não;;;7.460002;;B;;
ALUNO-41;2021;Ágata;;;C;;Não avaliado;Promovido de Fase;Veterano;;Promovido de Fase;;;;;;;;8.8;0.0;5.0;;7.5;-1.0;Promovido de Fase;;Escola Pública;6.8;;;7.5;;;5.0;Não;;Nível 3 (7o e 8o ano);6.100;;;2.0;
ALUNO-41;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-42;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-42;2021;Ágata;;;J;;Não avaliado;Mantido na Fase atual;Ingressante;;Não avaliado;;;;;;;;6.0;10.0;10.0;;7.2;0.0;Mantido na Fase atual;;Escola Pública;4.0;;;7.5;;;6.7;Não;;ALFA  (2o e 3o ano);6.802;;;0.0;
ALUNO-42;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;E;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;2.83;189.0;;5.0;Não;;Não;2.5;9.0;10.0;;0.0;;;;;2.5;2.17;nan;7.5;2021.0;2.0;3.15;Não;Não avaliado;ALFA  (2º e 3º ano);4.28;849.0;;0.0;Não avaliado
ALUNO-43;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;13;;8.04167;7.5;10;4F;7.96875;;;;Escola Pública;7;;;7.5;;;7.5;Não;;;7.8052090000000005;;B;;
ALUNO-43;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-43;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-44;2020;Ágata;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;9;;7.916665;9.000020000000001;10;1M;6.25;;;;Escola Pública;0;;;7.5;;;6.8;Não;;;6.218335;;C;;
ALUNO-44;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-44;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-45;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;11;;7.75;8.500020000000001;5;1G;7.8125;;;;Escola Pública;10;;;7.5;;;1;Não;;;6.631252;;C;;
ALUNO-45;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-45;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;F;;;;;Destaque: A sua boa entrega das lições de casa.;;6.0;93.0;Mantido na Fase atual;16.0;Não;;Não;6.78;7.92;5.0;;6.25;;;;;5.0;4.0;nan;6.25;2022.0;3.0;9.17;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);6.73;576.0;;2.0;Mantido na Fase atual
ALUNO-46;2020;Ágata;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;8;;7.583335;9.500020000000001;10;0C;7.5;;;;Escola Pública;0;;;7.5;;;10;Não;;;6.966669;;C;;
ALUNO-46;2021;Topázio;;;P;;Não avaliado;Mantido na Fase atual;Veterano;;Não avaliado;;;;;;;;8.4;8.5;10.0;;8.1;0.0;Promovido de Fase;;Escola Pública;6.9;;;7.5;;;10.0;Não;;ALFA  (2o e 3o ano);8.471;;;0.0;
ALUNO-46;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;K;;;;;Destaque: A sua boa entrega das lições de casa.;;6.33;94.0;Mantido na Fase atual;7.0;Não;;Não;6.89;8.5;10.0;;6.04;;;;;5.0;3.67;nan;7.5;2020.0;3.0;9.08;Não;Mantido na Fase atual;Fase 1 (4º ano);7.4;362.0;;1.0;Mantido na Fase atual
ALUNO-47;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-47;2021;Ágata;;;A;;Não avaliado;Mantido na Fase atual;Ingressante;;Mantido na Fase atual;;;;;;;;5.8;8.5;5.0;;7.5;-1.0;Mantido na Fase atual;;Escola Pública;4.0;;;7.5;;;6.3;Não;;Nível 2 (5o e 6o ano);6.056;;;1.0;
ALUNO-47;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;C;;;;;Destaque: A sua boa entrega das lições de casa.;;7.5;66.0;Promovido de Fase;4.0;Não;;Não;7.22;8.5;5.0;;6.25;;;;;7.42;7.33;nan;7.5;2021.0;3.0;10.0;Não;Promovido de Fase;Fase 2 (5º e 6º ano);7.65;254.0;;1.0;Promovido de Fase
ALUNO-48;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-48;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-48;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;F;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;0.0;59.0;Promovido de Fase;4.0;Não;;Não;4.62;5.42;5.0;;5.62;;;Alocado em Fase anterior;;0.0;0.0;nan;6.25;2022.0;4.0;3.8;Não;Mantido na Fase atual;Fase 6 (2º EM);3.91;855.0;;5.0;Mantido na Fase atual
ALUNO-49;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-49;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-49;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;O;;;;;Destaque: A sua boa entrega das lições de casa.;;8.5;14.0;;1.0;Não;;Não;9.25;9.5;5.0;;6.56;;;;;8.17;7.83;nan;7.5;2022.0;2.0;10.0;Sim;Promovido de Fase;Fase 1 (4º ano);8.34;54.0;;0.0;Promovido de Fase
ALUNO-50;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-50;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-50;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;E;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;4.67;128.0;Mantido na Fase atual;12.0;Não;;Não;5.58;0.0;10.0;;5.62;;;Alocado em Fase anterior;;3.06;4.33;0.17;7.5;2022.0;4.0;4.63;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);4.97;823.0;;3.0;Promovido de Fase
ALUNO-51;2020;Topázio;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;8;;7.416665;9.500020000000001;10;0D;8.125;;;;Escola Pública;10;;;7.5;;;9.8;Não;;;8.955835;;A;;
ALUNO-51;2021;Ametista;;;F;;Não avaliado;Mantido na Fase atual;Ingressante;;Mantido na Fase atual;;;;;;;;8.6;9.0;10.0;;7.7;0.0;Promovido de Fase;;Escola Pública;5.4;;;7.5;;;9.2;Não;;Nível 1 (4o ano);8.051;;;1.0;
ALUNO-51;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;F;;;;;Destaque: A sua boa entrega das lições de casa.;;5.5;131.0;;6.0;Não;;Não;6.92;9.0;5.0;;5.62;;;;;5.08;4.67;nan;7.5;2019.0;2.0;9.2;Não;Promovido de Fase;Fase 2 (5º e 6º ano);6.95;504.0;;1.0;Mantido na Fase atual
ALUNO-52;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;8.22222;10.000020000000001;10;2F;7.916666666666668;;;;Escola Pública;7;;;6.25;;;8.6;Não;;;8.181112666666667;;B;;
ALUNO-52;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-52;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-53;2020;Topázio;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;4;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;15;;0;9.16668;10;5X;0;;;;Einstein;8.2;;;7.5;;;10;;;;8.696667999999999;;A;;
ALUNO-53;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-53;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-54;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-54;2021;Ágata;;;B;;Não avaliado;Promovido de Fase;Ingressante;;Mantido na Fase atual;;;;;;;;5.8;7.5;10.0;;7.3;0.0;Mantido na Fase atual;;Escola Pública;4.1;;;7.5;;;5.8;Não;;Nível 3 (7o e 8o ano);6.388;;;3.0;
ALUNO-54;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-55;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;3;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;17;;8.666667499999999;0;5;6C;8.28125;;;;Rede Decisão/União;6.333333333333333;;;7.5;;;9;Sim;;;6.878125166666666;;C;;
ALUNO-55;2021;Ametista;;;A;;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase + Bolsa;;;;;;;;9.2;9.6;5.0;;8.1;-1.0;Promovido de Fase + Bolsa;;Rede Decisão;7.6;;;8.1;;;8.9;Sim;;Nível 8 (Universitários);8.219;;;7.0;
ALUNO-55;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-56;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-56;2021;Ágata;;;A;;Promovido de Fase;Promovido de Fase;Ingressante;;Promovido de Fase + Bolsa;;;;;;;;7.2;8.8;5.0;;7.8;-1.0;Promovido de Fase;;Escola Pública;5.5;;;5.6;;;7.5;Não;;Nível 7 (3o EM);6.777;;;6.0;
ALUNO-56;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;A;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;0.83;23.0;Mantido na Fase atual;15.0;Não;;Não;4.5;0.0;5.0;;3.28;;;Alocado em Fase anterior;;0.44;0.5;0.0;5.0;2021.0;4.0;3.6;Não;Mantido na Fase atual;Fase 8 (Universitários);3.04;861.0;;7.0;Mantido na Fase atual
ALUNO-57;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;16;;7.5833325;8.33334;10;6B;7.5;;;;Rede Decisão/União;5.833333333333333;;;6.25;;;7.1;Não;;;7.311667166666667;;B;;
ALUNO-57;2021;Ametista;;;A;;Promovido de Fase;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase + Bolsa;;;;;;;;7.0;8.3;10.0;;7.7;0.0;Mantido na Fase atual;;Rede Decisão;6.0;;;6.3;;;6.9;Não;;Nível 7 (3o EM);7.213;;;7.0;
ALUNO-57;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-58;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-58;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-58;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;M;;;;;Destaque: A sua boa entrega das lições de casa.;;7.67;45.0;Promovido de Fase;2.0;Sim;;Não;7.37;7.92;5.0;;8.12;;;Promovido de Fase;;6.89;5.33;7.67;7.5;2022.0;4.0;7.99;Não;Mantido na Fase atual;Fase 4 (9º ano);7.31;386.0;;3.0;Promovido de Fase + Bolsa
ALUNO-59;2020;Ágata;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;13;;6.444439999999998;8.75001;10;3E;7.291666666666667;;;;Escola Pública;6;;;7.5;;;3.6;Não;;;6.563055666666668;;C;;
ALUNO-59;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-59;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-60;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;4;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;17;;8.124995;7.5;5;5F;8.4375;;;;Rede Decisão/União;6.666666666666667;;;6.875;;;9.7;Não;;;7.679582333333333;;B;;
ALUNO-60;2021;Ametista;;;C;;Promovido de Fase;Promovido de Fase;Veterano;;Promovido de Fase + Bolsa;;;;;;;;7.7;7.9;5.0;;7.2;-2.0;Mantido na Fase atual;;Rede Decisão;6.1;;;6.9;;;7.5;Não;;Nível 8 (Universitários);6.956;;;6.0;
ALUNO-60;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;A;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;3.47;18.0;Promovido de Fase;10.0;Sim;;Não;7.28;8.33;5.0;;7.97;;;Mantido na Fase atual;;4.04;2.67;6.0;5.62;2016.0;4.0;4.13;Não;Promovido de Fase + Bolsa;Fase 8 (Universitários);5.78;753.0;;7.0;Mantido na Fase atual
ALUNO-61;2020;Quartzo;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;10;;7.333333333333333;9.000020000000001;5;1N;6.875;;;;Escola Pública;0;;;7.5;;;6.5;Não;;;5.604168666666667;;D;;
ALUNO-61;2021;Quartzo;;;M;;Não avaliado;Não avaliado;Veterano;;Mantido na Fase atual;;;;;;;;5.1;0.0;5.0;;6.9;-1.0;Mantido na Fase atual;;Escola Pública;0.0;;;5.6;;;1.3;Não;;Nível 2 (5o e 6o ano);3.017;;;1.0;
ALUNO-61;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;U;;;;;Destaque: A sua boa entrega das lições de casa.;;3.0;119.0;Mantido na Fase atual;11.0;Não;;Não;7.39;10.0;5.0;;6.25;;;;;2.5;2.0;nan;7.5;2020.0;3.0;7.79;Não;Promovido de Fase;Fase 3 (7º e 8º ano);6.41;658.0;;2.0;Mantido na Fase atual
ALUNO-62;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;12;;7.5;7.9166799999999995;5;2L;7.083333333333333;;;;Escola Pública;3.5;;;7.5;;;6.9;Não;;;6.330001333333334;;C;;
ALUNO-62;2021;Ágata;;;L;;Não avaliado;Mantido na Fase atual;Veterano;;Não avaliado;;;;;;;;6.2;8.5;5.0;;8.1;-1.0;Mantido na Fase atual;;Escola Pública;3.1;;;7.5;;;4.6;Não;;Nível 3 (7o e 8o ano);5.704;;;2.0;
ALUNO-62;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-63;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-63;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-63;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;J;;;;;Destaque: A sua boa entrega das lições de casa.;;4.17;163.0;;13.0;Não;;Não;6.92;9.5;5.0;;5.62;;;;;5.08;6.0;nan;5.62;2022.0;2.0;8.54;Não;Mantido na Fase atual;Fase 1 (4º ano);6.68;594.0;;0.0;Mantido na Fase atual
ALUNO-64;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-64;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-64;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;M;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;2.67;137.0;Mantido na Fase atual;16.0;Não;;Não;3.83;8.75;5.0;;4.84;;;Alocado em Fase anterior;;2.83;5.67;0.17;7.5;2022.0;4.0;3.61;Não;Mantido na Fase atual;Fase 5 (1º EM);4.66;839.0;;3.0;Promovido de Fase
ALUNO-65;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-65;2021;Topázio;;;R;;Não avaliado;Promovido de Fase + Bolsa;Ingressante;;Não avaliado;;;;;;;;10.0;10.0;5.0;;8.1;-1.0;Promovido de Fase + Bolsa;;Escola Pública;6.9;;;7.5;;;10.0;Sim;;Nível 1 (4o ano);8.438;;;0.0;
ALUNO-65;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;K;;;;;Destaque: A sua boa entrega das lições de casa.;;8.17;37.0;Promovido de Fase + Bolsa;3.0;Não;;Sim;8.78;10.0;5.0;;6.25;;;;;8.17;8.17;nan;5.62;2021.0;3.0;9.56;Sim;Promovido de Fase;Fase 2 (5º e 6º ano);7.99;146.0;;1.0;Promovido de Fase + Bolsa
ALUNO-66;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-66;2021;Ágata;;;E;;Não avaliado;Mantido na Fase atual;Ingressante;;Promovido de Fase;;;;;;;;7.7;8.0;5.0;;8.5;-1.0;Promovido de Fase;;Escola Pública;5.9;;;7.5;;;6.3;Não;;Nível 3 (7o e 8o ano);6.875;;;2.0;
